institution_id,total_students,ug_students,pg_students,total_faculty,required_faculty,faculty_phd_count,total_labs,total_classrooms,computer_count,library_books,total_area_sqft,hostel_capacity,annual_budget,naac_grade,iso_certified,nba_programs,faculty_ratio,phd_percentage,area_per_student,computer_student_ratio,faculty_shortage_amt,risk_score,risk_level,approved,approval_probability
7674,1210,1048,162,107,81,55,6,27,377,19107,25929,484,21.09996415,B,1,1,11.30841121,0.514018692,21.42892562,3.209549072,0,11,Low,1,88.00439241
7675,2455,1947,508,244,164,97,30,57,950,2000,59948,1473,46.64386399,A,1,2,10.06147541,0.397540984,24.41873727,2.584210526,0,8,Low,1,91.89495616
7676,300,249,51,21,20,5,19,5,81,23902,6810,0,54.85610746,B,1,3,14.28571429,0.238095238,22.7,3.703703704,0,23,Low,1,74.46689812
7677,583,506,77,40,39,20,11,13,130,21090,6346,0,69.74452757,A,0,1,14.575,0.5,10.88507719,4.484615385,0,35,Medium,1,66.92610806
7678,2688,2296,392,176,180,34,18,61,469,20267,61352,1612,27.91468891,A,1,2,15.27272727,0.193181818,22.82440476,5.731343284,4,44,Medium,0,46.05627918
7679,556,441,115,28,38,5,6,9,148,6618,7359,222,71.24363423,B++,1,1,19.85714286,0.178571429,13.23561151,3.756756757,10,78,High,0,24.38591278
7680,853,600,253,58,57,11,34,13,162,2958,9858,511,73.29349914,B+,1,1,14.70689655,0.189655172,11.55685815,5.265432099,0,41,Medium,1,60.28944349
7681,1370,996,374,86,92,18,21,28,238,5868,22467,274,18.01376273,B+,1,1,15.93023256,0.209302326,16.39927007,5.756302521,6,55,Medium,1,53.17151832
7682,1358,971,387,99,91,54,25,19,280,20825,24074,814,19.81182978,B+,1,2,13.71717172,0.545454545,17.7275405,4.85,0,8,Low,1,92.56987154
7683,979,735,244,57,66,25,30,20,300,17353,14589,587,20.41357928,B,1,3,17.1754386,0.438596491,14.90194076,3.263333333,9,55,Medium,0,49.91766075
7684,1020,914,106,100,68,42,35,17,451,16354,15563,0,43.37244464,A++,1,1,10.2,0.42,15.25784314,2.261640798,0,0,Low,1,94.20355809
7685,438,329,109,25,30,4,20,10,86,27145,7208,87,32.5227348,A,1,1,17.52,0.16,16.456621,5.093023256,5,47,Medium,0,48.99043262
7686,508,385,123,31,34,7,34,8,87,14884,6912,203,17.45786376,A,0,1,16.38709677,0.225806452,13.60629921,5.83908046,3,68,High,0,36.99964106
7687,2413,1987,426,175,161,50,29,39,475,27619,45716,0,22.66667926,B+,1,3,13.78857143,0.285714286,18.94571073,5.08,0,20,Low,1,76.02755699
7688,539,459,80,32,36,6,10,9,115,20424,11015,215,17.96772571,,0,2,16.84375,0.1875,20.43599258,4.686956522,4,60,High,0,44.81636214
7689,3328,2575,753,218,222,108,8,54,743,11675,34629,0,68.8596715,A,1,2,15.26605505,0.495412844,10.40534856,4.479138627,4,55,Medium,0,37.6310863
7690,1334,977,357,73,89,36,16,24,234,6497,30797,266,59.53945714,,1,1,18.2739726,0.493150685,23.0862069,5.700854701,16,54,Medium,0,49.21192226
7691,1163,852,311,79,78,15,36,28,413,3824,13517,697,18.78027792,A+,0,1,14.72151899,0.189873418,11.62252794,2.81598063,0,41,Medium,1,56.75048691
7692,1374,977,397,82,92,38,5,21,458,19659,33137,0,26.91618892,B,1,3,16.75609756,0.463414634,24.11717613,3,10,26,Low,1,77.25238161
7693,1640,1148,492,135,110,44,27,29,661,2000,36278,984,58.94396291,B+,1,4,12.14814815,0.325925926,22.12073171,2.481089259,0,9,Low,1,89.77159813
7694,667,554,113,34,45,18,6,14,171,9044,9233,133,42.20077115,A,0,3,19.61764706,0.529411765,13.84257871,3.900584795,11,68,High,0,24.88531912
7695,2164,1908,256,111,145,22,7,50,968,30996,43302,865,10.70567461,A++,0,1,19.4954955,0.198198198,20.01016636,2.23553719,34,36,Medium,1,73.16389703
7696,3486,2597,889,233,233,83,18,77,896,12138,70133,0,46.71610454,B,1,1,14.96137339,0.356223176,20.1184739,3.890625,0,10,Low,1,86.21936319
7697,822,719,103,34,55,12,17,17,177,2000,11264,0,66.49901844,B++,1,3,24.17647059,0.352941176,13.70316302,4.644067797,21,63,High,0,29.42451061
7698,520,405,115,36,35,13,13,10,218,26656,12211,0,26.67154399,B,0,1,14.44444444,0.361111111,23.48269231,2.385321101,0,4,Low,1,97.75791689
7699,1532,1357,175,87,103,22,38,35,487,14591,27719,306,45.70665515,B+,0,1,17.6091954,0.252873563,18.09334204,3.145790554,16,44,Medium,1,54.38524872
7700,1568,1120,448,100,105,23,21,22,626,10298,23498,0,44.87826297,A++,0,2,15.68,0.23,14.98596939,2.504792332,5,55,Medium,0,40.58660589
7701,1267,993,274,60,85,23,33,23,422,15316,29201,760,59.41430905,A,1,2,21.11666667,0.383333333,23.04735596,3.002369668,25,36,Medium,1,65.78488193
7702,1251,1054,197,83,84,37,25,22,257,3329,30103,750,42.39426823,A+,1,3,15.07228916,0.445783133,24.06314948,4.86770428,1,43,Medium,1,52.62234416
7703,1679,1293,386,111,112,57,7,30,652,17465,40997,671,10.8152246,B,1,0,15.12612613,0.513513514,24.41751042,2.575153374,1,24,Low,1,84.48079379
7704,1852,1442,410,102,124,45,22,36,439,7799,19761,740,60.12230289,B+,0,4,18.15686275,0.441176471,10.67008639,4.218678815,22,70,High,0,28.54237728
7705,2307,1925,382,134,154,31,12,42,624,2105,31207,1384,76.47239354,A,1,3,17.21641791,0.231343284,13.52709146,3.697115385,20,71,High,0,39.59475646
7706,1364,1227,137,106,91,53,39,20,227,16578,21038,0,47.07669554,,1,0,12.86792453,0.5,15.42375367,6.008810573,0,14,Low,1,83.03912707
7707,1137,946,191,68,76,22,37,17,532,24779,23883,682,9.761217549,B++,1,3,16.72058824,0.323529412,21.00527704,2.137218045,8,22,Low,1,81.72601975
7708,746,654,92,51,50,19,23,11,178,7270,10841,298,67.58353617,B++,1,4,14.62745098,0.37254902,14.53217158,4.191011236,0,37,Medium,1,61.94260099
7709,300,231,69,19,20,9,38,5,89,9540,4449,60,70.83283122,,1,4,15.78947368,0.473684211,14.83,3.370786517,1,68,High,0,24.03860206
7710,1409,1013,396,80,94,30,24,30,506,4110,31730,281,59.22373884,B++,1,2,17.6125,0.375,22.51951739,2.78458498,14,31,Medium,1,71.90820115
7711,1741,1396,345,109,117,54,31,27,401,25695,32775,348,43.07295467,B,1,6,15.97247706,0.495412844,18.82538771,4.341645885,8,38,Medium,1,58.97811785
7712,1476,1318,158,153,99,77,21,28,351,27516,27842,0,22.920947,B+,1,1,9.647058824,0.503267974,18.86314363,4.205128205,0,12,Low,1,95.04124816
7713,1284,966,318,69,86,29,5,28,289,12603,19624,513,6.988161567,B++,1,1,18.60869565,0.420289855,15.2834891,4.442906574,17,38,Medium,1,53.42749187
7714,1070,902,168,88,72,29,11,19,341,12520,18988,428,24.55654477,A++,1,0,12.15909091,0.329545455,17.74579439,3.137829912,0,14,Low,1,87.10580804
7715,1727,1396,331,86,116,14,29,28,316,17741,29564,345,39.15706176,B+,1,4,20.08139535,0.162790698,17.11870295,5.465189873,30,48,Medium,1,54.14783757
7716,3431,2550,881,240,229,96,37,71,924,10952,65413,0,14.2188535,A++,1,1,14.29583333,0.4,19.06528709,3.713203463,0,10,Low,1,92.21613082
7717,1911,1617,294,118,128,57,30,38,391,30352,19558,1146,6.269540222,A,0,0,16.19491525,0.483050847,10.23443223,4.887468031,10,56,Medium,0,40.0163462
7718,1625,1250,375,92,109,30,22,34,306,14896,17503,975,70.11330681,A,0,0,17.66304348,0.326086957,10.77107692,5.310457516,17,55,Medium,0,45.29268508
7719,396,301,95,27,27,8,29,8,70,20140,7039,0,51.13563797,B+,0,4,14.66666667,0.296296296,17.77525253,5.657142857,0,20,Low,1,77.00239714
7720,771,601,170,39,52,16,24,17,165,9078,17682,0,34.67975717,B++,1,3,19.76923077,0.41025641,22.93385214,4.672727273,13,43,Medium,1,63.21567173
7721,300,239,61,20,20,3,15,6,81,20301,5655,0,55.18611552,B++,1,2,15,0.15,18.85,3.703703704,0,22,Low,1,75.06102812
7722,3646,2954,692,314,244,121,32,59,619,17562,37227,0,74.37783025,A,1,2,11.61146497,0.385350318,10.21036753,5.890145396,0,36,Medium,1,69.82135037
7723,300,258,42,23,20,10,25,4,59,20378,5550,60,5.736206137,B,1,1,13.04347826,0.434782609,18.5,5.084745763,0,10,Low,1,92.29225254
7724,1038,854,184,77,70,38,20,24,214,12985,20969,415,76.32580104,,0,2,13.48051948,0.493506494,20.20134875,4.85046729,0,20,Low,1,72.17383746
7725,1634,1221,413,87,109,40,8,32,463,19066,30977,980,15.64734191,B++,1,3,18.7816092,0.459770115,18.95777234,3.529157667,22,38,Medium,1,60.23678602
7726,2260,1976,284,128,151,33,10,34,526,13266,55384,1356,31.61925294,B++,0,2,17.65625,0.2578125,24.50619469,4.296577947,23,43,Medium,0,45.44032119
7727,2481,2136,345,217,166,67,12,54,574,22241,44002,496,25.21222952,A,1,2,11.43317972,0.30875576,17.73559049,4.322299652,0,8,Low,1,95.5062315
7728,321,245,76,17,22,8,17,6,68,13165,6686,0,67.41283431,,1,2,18.88235294,0.470588235,20.82866044,4.720588235,5,45,Medium,0,46.89135586
7729,300,261,39,17,20,4,28,7,107,15935,3140,0,15.93006174,A++,1,1,17.64705882,0.235294118,10.46666667,2.803738318,3,52,Medium,0,40.6321578
7730,2238,1895,343,128,150,61,9,36,513,13532,38737,0,51.24806282,,1,0,17.484375,0.4765625,17.30875782,4.362573099,22,46,Medium,1,50.31588543
7731,2896,2420,476,203,194,58,31,57,582,5706,42790,0,6.003676569,B++,1,4,14.26600985,0.285714286,14.77555249,4.975945017,0,45,Medium,1,62.77781548
7732,839,600,239,37,56,8,6,16,263,12607,17335,335,14.07541116,B++,0,3,22.67567568,0.216216216,20.66150179,3.190114068,19,48,Medium,1,51.95586459
7733,1833,1639,194,109,123,52,10,30,350,25163,35027,0,16.95994384,B,1,2,16.81651376,0.47706422,19.10911075,5.237142857,14,32,Medium,1,58.57881944
7734,1068,943,125,87,72,45,31,22,273,26791,16118,213,8.061511088,,1,4,12.27586207,0.517241379,15.0917603,3.912087912,0,19,Low,1,79.51873992
7735,1707,1275,432,93,114,47,27,28,768,7819,32242,1024,17.91315871,A,1,4,18.35483871,0.505376344,18.88810779,2.22265625,21,36,Medium,1,64.73827314
7736,579,488,91,27,39,9,35,8,107,2000,6560,0,77.18967913,B++,0,3,21.44444444,0.333333333,11.3298791,5.411214953,12,67,High,0,36.26171986
7737,1602,1310,292,99,107,36,8,25,277,2000,16864,320,72.68285896,B+,0,0,16.18181818,0.363636364,10.52684145,5.783393502,8,63,High,0,40.11812207
7738,1579,1322,257,129,106,59,19,29,288,2434,27884,631,76.63230617,B++,1,2,12.24031008,0.457364341,17.65927802,5.482638889,0,17,Low,1,81.66210448
7739,2299,2051,248,164,154,26,12,45,466,23426,35081,459,39.31485026,A,1,3,14.01829268,0.158536585,15.25924315,4.933476395,0,21,Low,1,74.90313931
7740,1814,1317,497,154,121,37,22,41,854,7889,37447,0,6.32597554,A+,1,2,11.77922078,0.24025974,20.64332966,2.12412178,0,16,Low,1,84.37920975
7741,1859,1333,526,142,124,45,36,43,488,22275,39611,1115,30.71087831,B,0,0,13.0915493,0.316901408,21.30769231,3.80942623,0,6,Low,1,92.81535237
7742,2514,1997,517,92,168,50,8,36,585,28529,51764,0,15.09412866,B+,1,2,27.32608696,0.543478261,20.59029435,4.297435897,76,35,Medium,1,71.41940148
7743,3031,2640,391,132,203,49,12,60,591,7007,41587,1818,33.80563041,B++,0,1,22.96212121,0.371212121,13.72055427,5.128595601,71,67,High,0,33.64820995
7744,2343,1739,604,168,157,59,10,39,624,17093,38674,1405,65.84139508,,1,2,13.94642857,0.351190476,16.50618865,3.754807692,0,25,Low,1,69.10769255
7745,1977,1722,255,142,132,34,17,35,744,4393,35679,1186,11.50158567,B+,0,3,13.92253521,0.23943662,18.04704097,2.657258065,0,19,Low,1,78.6313157
7746,2486,1989,497,64,166,16,16,42,1047,25644,32072,0,47.5049888,A++,1,2,38.84375,0.25,12.90104586,2.374403056,102,56,Medium,0,46.38450638
7747,1681,1280,401,137,113,24,33,32,739,15368,18334,0,45.5577885,,0,2,12.27007299,0.175182482,10.90660321,2.274695535,0,45,Medium,1,61.25475188
7748,1212,892,320,43,81,12,12,23,396,2000,29005,242,8.920277642,A++,0,2,28.18604651,0.279069767,23.93151815,3.060606061,38,57,Medium,0,35.12387779
7749,1197,1065,132,82,80,27,8,27,507,11316,21491,0,77.66604389,A,1,0,14.59756098,0.329268293,17.9540518,2.360946746,0,4,Low,1,97.34216335
7750,725,511,214,44,49,12,38,16,131,8536,16614,0,69.64110093,B++,1,2,16.47727273,0.272727273,22.91586207,5.534351145,5,52,Medium,0,49.16057517
7751,2538,1852,686,130,170,28,18,36,1027,19596,49955,1015,64.3300528,A+,0,1,19.52307692,0.215384615,19.68282112,2.47127556,40,37,Medium,1,66.55150193
7752,572,473,99,29,39,9,10,9,160,10322,7204,0,66.42246411,A++,1,1,19.72413793,0.310344828,12.59440559,3.575,10,55,Medium,0,44.23047872
7753,1900,1506,394,133,127,59,30,39,884,16069,36163,1140,78.81398425,B,1,2,14.28571429,0.443609023,19.03315789,2.149321267,0,1,Low,1,97.1231617
7754,1400,1098,302,72,94,28,19,31,401,11393,29628,0,50.25407882,A,1,3,19.44444444,0.388888889,21.16285714,3.49127182,22,29,Low,1,70.70675077
7755,1882,1564,318,132,126,35,16,31,375,19691,27097,752,18.72333957,B+,0,4,14.25757576,0.265151515,14.39798087,5.018666667,0,46,Medium,1,54.92729489
7756,2517,1932,585,132,168,24,22,37,962,12790,62028,503,73.59736982,B++,1,0,19.06818182,0.181818182,24.64362336,2.616424116,36,38,Medium,1,66.42001809
7757,362,263,99,17,25,5,19,7,73,17213,5990,144,24.55460705,A+,1,4,21.29411765,0.294117647,16.54696133,4.95890411,8,42,Medium,1,50.24860238
7758,1076,868,208,87,72,43,31,16,266,19753,24920,430,45.54532883,A,1,1,12.36781609,0.494252874,23.1598513,4.045112782,0,9,Low,1,90.10795969
7759,2505,1780,725,208,167,96,39,51,466,8153,61637,0,27.56808304,,1,2,12.04326923,0.461538462,24.60558882,5.375536481,0,27,Low,1,76.91677919
7760,2511,2102,409,98,168,40,21,38,1078,2000,34694,0,26.04518815,A++,1,0,25.62244898,0.408163265,13.81680605,2.329313544,70,54,Medium,0,47.10194279
7761,2059,1686,373,105,138,20,10,30,361,12520,38146,823,48.0208634,B+,1,3,19.60952381,0.19047619,18.52646916,5.703601108,33,40,Medium,1,53.21664002
7762,1903,1676,227,92,127,33,39,31,431,6328,29570,761,9.976306741,B,0,3,20.68478261,0.358695652,15.53862323,4.415313225,35,47,Medium,1,50.63693667
7763,1679,1261,418,133,112,52,21,31,536,11218,19471,335,74.5782322,B++,1,2,12.62406015,0.390977444,11.5967838,3.132462687,0,30,Medium,1,73.79686363
7764,300,228,72,25,20,4,11,7,113,12908,3151,0,12.60038706,A+,1,2,12,0.16,10.50333333,2.654867257,0,30,Medium,1,73.3533193
7765,1534,1170,364,94,103,27,39,23,722,9525,26415,0,53.28001492,A,1,4,16.31914894,0.287234043,17.21968709,2.12465374,9,46,Medium,1,56.82442163
7766,1771,1542,229,140,119,50,33,37,301,9179,34929,1062,56.46743025,A+,1,0,12.65,0.357142857,19.72275551,5.88372093,0,20,Low,1,80.46623768
7767,1730,1287,443,169,116,51,12,33,673,11640,22324,346,25.99190975,B++,1,1,10.23668639,0.301775148,12.90404624,2.570579495,0,14,Low,1,90.26581501
7768,1620,1368,252,125,108,35,24,29,435,19113,23564,972,36.64934686,B+,1,6,12.96,0.28,14.54567901,3.724137931,0,42,Medium,1,64.35907824
7769,2027,1724,303,160,136,49,8,29,384,15122,20530,1216,18.92904588,B,1,0,12.66875,0.30625,10.12826838,5.278645833,0,28,Low,1,77.54423008
7770,2194,1650,544,140,147,64,13,34,427,10652,40216,438,70.67161142,B++,1,0,15.67142857,0.457142857,18.32999088,5.138173302,7,35,Medium,1,64.82169144
7771,1961,1648,313,108,131,54,5,30,500,6096,34196,0,40.3812184,B++,1,2,18.15740741,0.5,17.43804182,3.922,23,39,Medium,1,59.75178531
7772,2991,2581,410,257,200,126,34,71,522,22119,74614,598,28.75880493,B+,1,0,11.6381323,0.490272374,24.94617185,5.729885057,0,11,Low,1,90.71471815
7773,1930,1603,327,132,129,43,29,32,476,13110,26672,1158,33.21178692,B++,0,1,14.62121212,0.325757576,13.81968912,4.054621849,0,29,Low,1,72.35765142
7774,1509,1310,199,125,101,64,37,26,506,15304,24143,905,67.25197433,A+,1,2,12.072,0.512,15.99933731,2.982213439,0,0,Low,1,99.87775033
7775,1482,1328,154,95,99,37,25,22,259,25056,29117,296,63.06060574,B++,1,2,15.6,0.389473684,19.64709852,5.722007722,4,32,Medium,1,71.15703019
7776,2211,1908,303,185,148,37,5,50,440,15237,35015,0,76.49658515,B++,1,1,11.95135135,0.2,15.83672546,5.025,0,20,Low,1,79.27417088
7777,2540,2246,294,184,170,69,14,51,669,6857,37737,1016,37.61246152,A++,1,2,13.80434783,0.375,14.85708661,3.79671151,0,38,Medium,1,58.82090351
7778,3255,2722,533,185,217,29,35,63,580,4941,33913,0,24.82045024,,1,1,17.59459459,0.156756757,10.4187404,5.612068966,32,82,High,0,17.99036671
7779,1443,1078,365,137,97,60,38,21,302,6522,30976,0,79.87455953,A++,1,3,10.53284672,0.437956204,21.46638947,4.778145695,0,15,Low,1,97.04681603
7780,1097,854,243,75,74,39,17,15,483,6824,19888,0,25.7948369,B++,1,0,14.62666667,0.52,18.12944394,2.271221532,0,5,Low,1,89.86112958
7781,3341,2373,968,295,223,115,35,55,1108,4943,58881,1336,51.77135104,A+,0,5,11.32542373,0.389830508,17.62376534,3.01534296,0,19,Low,1,79.03144959
7782,1038,731,307,88,70,21,32,23,181,14218,11523,415,55.95739856,B+,1,1,11.79545455,0.238636364,11.10115607,5.73480663,0,41,Medium,1,61.89340934
7783,2472,2216,256,187,165,57,16,38,414,15838,32984,494,15.98651365,B++,1,4,13.21925134,0.304812834,13.34304207,5.971014493,0,25,Low,1,79.79512967
7784,1024,738,286,52,69,19,28,17,223,13539,12603,204,23.57540228,B,0,2,19.69230769,0.365384615,12.30761719,4.591928251,17,62,High,0,42.07893405
7785,3178,2503,675,276,212,53,10,71,1015,7416,45642,1271,62.59489429,A++,1,1,11.51449275,0.192028986,14.36186281,3.131034483,0,51,Medium,0,43.4757444
7786,2237,1937,300,180,150,88,13,45,570,11463,48976,894,64.01820587,B,1,5,12.42777778,0.488888889,21.89360751,3.924561404,0,10,Low,1,94.8470551
7787,1994,1503,491,122,133,22,19,42,664,5468,34539,398,53.36613495,B+,1,0,16.3442623,0.180327869,17.32146439,3.003012048,11,49,Medium,1,51.00958362
7788,1764,1474,290,103,118,37,20,38,335,21178,18476,352,15.4996165,A+,0,2,17.12621359,0.359223301,10.4739229,5.265671642,15,56,Medium,0,31.91435061
7789,1861,1582,279,94,125,42,24,44,728,14317,38325,372,64.57772666,B++,1,1,19.79787234,0.446808511,20.59376679,2.556318681,31,28,Low,1,75.70982175
7790,1846,1384,462,89,124,41,29,35,452,31646,40437,1107,73.68134262,A+,1,1,20.74157303,0.460674157,21.90520043,4.084070796,35,35,Medium,1,61.07536566
7791,698,605,93,53,47,18,34,11,184,6418,7075,279,19.49795036,B++,1,3,13.16981132,0.339622642,10.13610315,3.793478261,0,37,Medium,1,63.87451117
7792,419,315,104,32,28,17,21,6,118,18223,6159,167,68.84602969,B,1,1,13.09375,0.53125,14.69928401,3.550847458,0,27,Low,1,77.05388195
7793,1200,870,330,114,80,50,12,22,394,21150,22940,480,25.89366528,B+,1,2,10.52631579,0.438596491,19.11666667,3.045685279,0,7,Low,1,89.48424033
7794,1420,1214,206,145,95,62,18,20,258,2811,25962,284,8.22564216,,1,5,9.793103448,0.427586207,18.28309859,5.503875969,0,27,Low,1,68.0554689
7795,2773,1995,778,120,185,20,20,56,548,9295,68189,1109,68.62219651,A+,1,3,23.10833333,0.166666667,24.59033538,5.060218978,65,56,Medium,0,44.67033437
7796,3088,2572,516,122,206,59,5,44,578,9785,61071,617,48.3921811,A+,1,0,25.31147541,0.483606557,19.77687824,5.342560554,84,41,Medium,1,60.63888335
7797,1265,1090,175,89,85,13,31,19,296,35112,27202,759,21.48800251,A,0,4,14.21348315,0.146067416,21.50355731,4.273648649,0,23,Low,1,69.95000312
7798,2910,2336,574,243,194,85,7,68,824,19403,39426,1164,36.91972272,B++,1,5,11.97530864,0.349794239,13.54845361,3.531553398,0,29,Low,1,71.82844356
7799,902,715,187,38,61,18,13,18,167,15055,11437,0,42.91576522,A,0,3,23.73684211,0.473684211,12.67960089,5.401197605,23,55,Medium,0,48.81262249
7800,788,634,154,53,53,26,26,14,131,13722,12254,0,38.96511324,A,0,2,14.86792453,0.490566038,15.55076142,6.015267176,0,15,Low,1,92.12503057
7801,1262,964,298,106,85,31,30,20,244,20803,14723,252,50.81616684,,1,0,11.90566038,0.29245283,11.66640254,5.172131148,0,50,Medium,0,41.02353274
7802,1703,1336,367,125,114,51,27,35,334,10268,42104,1021,59.16326138,A,1,1,13.624,0.408,24.72342924,5.098802395,0,8,Low,1,92.88866757
7803,2347,1993,354,171,157,77,8,36,450,10005,26878,0,39.23277001,B++,0,1,13.7251462,0.450292398,11.45206647,5.215555556,0,30,Medium,1,77.37280558
7804,971,751,220,47,65,11,25,15,194,5193,15389,582,76.65437475,A+,1,2,20.65957447,0.234042553,15.84860968,5.005154639,18,49,Medium,0,46.07143354
7805,2349,1821,528,163,157,51,13,39,494,9490,31449,469,40.32354719,B++,0,0,14.41104294,0.312883436,13.38825032,4.755060729,0,47,Medium,1,51.8347324
7806,2627,1886,741,180,176,30,26,39,547,5872,44320,0,17.25044249,A,1,3,14.59444444,0.166666667,16.87095546,4.802559415,0,29,Low,1,71.85390115
7807,3486,2536,950,168,233,52,24,79,630,23832,74415,0,28.72536381,B++,0,2,20.75,0.30952381,21.34681583,5.533333333,65,43,Medium,1,63.09239466
7808,1428,1081,347,75,96,37,19,23,400,6250,26534,571,38.63890393,A+,1,3,19.04,0.493333333,18.58123249,3.57,21,40,Medium,1,57.07460182
7809,1446,1241,205,134,97,48,21,22,376,18112,29992,289,61.54764511,A++,1,1,10.79104478,0.358208955,20.74135546,3.845744681,0,13,Low,1,83.78811089
7810,1402,1206,196,101,94,20,7,28,243,9755,30778,841,65.20899195,B,1,2,13.88118812,0.198019802,21.95292439,5.769547325,0,33,Medium,1,65.20509549
7811,2322,1763,559,185,155,99,32,42,437,22826,36792,928,52.09218301,B+,0,1,12.55135135,0.535135135,15.84496124,5.313501144,0,19,Low,1,85.87820944
7812,3697,2886,811,151,247,73,11,86,776,6417,51311,1478,8.031932229,A,1,3,24.48344371,0.483443709,13.87909115,4.764175258,96,60,High,0,38.31009329
7813,3198,2258,940,174,214,31,10,72,706,6929,39518,1918,79.32560366,B,0,0,18.37931034,0.17816092,12.35709819,4.529745042,40,71,High,0,23.37464187
7814,2685,2210,475,205,179,94,30,43,512,23151,51122,537,29.3358718,B+,1,4,13.09756098,0.458536585,19.03985102,5.244140625,0,8,Low,1,83.15672097
7815,1624,1421,203,120,109,57,21,32,756,16593,32294,974,49.48237397,A+,1,0,13.53333333,0.475,19.88546798,2.148148148,0,0,Low,1,91.45368956
7816,3168,2455,713,90,212,18,25,49,1392,11209,43477,0,38.51931672,A,1,1,35.2,0.2,13.72380051,2.275862069,122,50,Medium,0,46.39956923
7817,593,466,127,33,40,12,18,12,284,21586,8236,0,28.03608396,A++,1,2,17.96969697,0.363636364,13.88870152,2.088028169,7,41,Medium,1,54.54414104
7818,2393,1943,450,84,160,37,23,34,444,13601,28720,1435,73.10036996,A+,1,4,28.48809524,0.44047619,12.00167154,5.38963964,76,53,Medium,0,44.46329919
7819,1815,1543,272,108,121,58,38,41,466,2000,38639,726,30.69877885,A,0,2,16.80555556,0.537037037,21.28870523,3.894849785,13,41,Medium,1,65.69874686
7820,2315,1945,370,138,155,65,39,44,1140,2000,46399,1389,40.89783997,A,1,0,16.77536232,0.471014493,20.04276458,2.030701754,17,34,Medium,1,62.53417456
7821,2806,2246,560,185,188,70,10,42,559,27909,34163,0,30.42352829,B++,1,3,15.16756757,0.378378378,12.17498218,5.019677996,3,58,Medium,0,40.94427576
7822,2403,1966,437,140,161,21,33,35,584,9938,55871,1441,43.13938384,B+,1,2,17.16428571,0.15,23.25052018,4.114726027,21,54,Medium,0,44.2462546
7823,1353,1150,203,91,91,17,15,22,568,3441,22828,811,9.206915332,A++,0,1,14.86813187,0.186813187,16.87213599,2.382042254,0,17,Low,1,80.31192212
7824,2715,2386,329,175,181,48,13,48,1016,2000,46529,1629,40.41474557,B+,1,2,15.51428571,0.274285714,17.13775322,2.672244094,6,41,Medium,1,52.4802961
7825,2749,2375,374,166,184,73,24,66,1047,32029,53624,1649,33.92928132,A+,1,0,16.56024096,0.439759036,19.50672972,2.625596944,18,21,Low,1,75.5825401
7826,3061,2345,716,270,205,120,7,50,1184,6491,66538,1836,18.72467888,B++,1,0,11.33703704,0.444444444,21.73734074,2.585304054,0,1,Low,1,97.08165144
7827,3112,2464,648,221,208,88,5,54,858,15054,50686,0,7.84305968,,1,3,14.08144796,0.398190045,16.28727506,3.627039627,0,19,Low,1,85.15472817
7828,1762,1574,188,119,118,47,25,31,537,18405,39727,352,73.24743737,,1,2,14.80672269,0.394957983,22.54653802,3.281191806,0,20,Low,1,75.13952203
7829,1799,1553,246,118,120,38,10,40,375,5890,31437,0,20.18451567,A++,1,4,15.24576271,0.322033898,17.47470817,4.797333333,2,44,Medium,1,55.12329302
7830,971,727,244,76,65,33,33,17,204,18021,15505,0,43.75712584,B,0,3,12.77631579,0.434210526,15.96807415,4.759803922,0,8,Low,1,101.2574692
7831,2071,1481,590,189,139,30,11,38,519,8615,49154,1242,56.73023155,B+,1,2,10.95767196,0.158730159,23.73442781,3.990366089,0,21,Low,1,73.1775653
7832,1305,1011,294,106,87,24,33,19,251,10004,13668,261,71.56819236,,1,1,12.31132075,0.226415094,10.47356322,5.199203187,0,48,Medium,1,50.08345265
7833,1947,1409,538,113,130,55,38,31,362,16140,21827,1168,73.18855975,A,0,1,17.2300885,0.486725664,11.21058038,5.378453039,17,54,Medium,0,42.10386438
7834,2010,1512,498,119,134,55,34,43,344,2000,33835,1206,35.363398,B+,0,3,16.8907563,0.462184874,16.83333333,5.843023256,15,45,Medium,1,64.98344767
7835,1949,1720,229,122,130,38,22,41,433,27570,26292,1169,66.91145503,,1,3,15.97540984,0.31147541,13.48999487,4.501154734,8,69,High,0,34.97530832
7836,300,253,47,19,20,3,20,5,67,19391,3870,180,39.27868813,B++,1,0,15.78947368,0.157894737,12.9,4.47761194,1,66,High,0,31.88119467
7837,2668,2131,537,116,178,31,33,56,638,17856,46615,0,17.85106318,A,1,2,23,0.267241379,17.47188906,4.181818182,62,46,Medium,1,50.18886948
7838,1791,1574,217,79,120,28,29,33,436,12601,23175,0,14.48774283,B++,0,5,22.67088608,0.35443038,12.93969849,4.107798165,41,58,Medium,1,51.60376422
7839,2343,2074,269,156,157,33,7,35,645,9495,27199,0,14.28661236,,1,3,15.01923077,0.211538462,11.60862143,3.63255814,1,84,High,0,23.7391608
7840,2325,1817,508,159,155,43,20,54,715,9519,26964,1395,42.25989536,B++,1,2,14.62264151,0.270440252,11.59741935,3.251748252,0,48,Medium,1,56.41501481
7841,2130,1618,512,127,142,30,27,48,388,9971,29349,1278,77.81654695,B+,0,2,16.77165354,0.236220472,13.77887324,5.489690722,15,75,High,0,21.08068225
